,vehicle_number,data_type,created_timestamp,lat,long,data_timestamp,vehicle_mode,odometer,speed,soc,dte,ac_status
438,DL1ZC5917,NEMO_VEHICLE_STATUS,01-02-20 5:41,,,01-02-20 5:41,Idle,22628,0,93,123,Off
439,DL1ZC5969,NEMO_VEHICLE_STATUS,01-02-20 5:41,,,31-01-20 14:03,Idle,32051,0,42,56,Off
440,DL1ZC5922,NEMO_VEHICLE_STATUS,01-02-20 5:41,,,01-02-20 5:13,Drive,27270,18.5,59,81,Off
441,DL1ZC5939,NEMO_VEHICLE_STATUS,01-02-20 5:41,,,01-02-20 5:41,Idle,28280,0,40,52,Off
442,DL1ZC5999,NEMO_VEHICLE_STATUS,01-02-20 5:41,,,31-01-20 17:12,Drive,29305,1,1,0,Off
443,DL1ZC6002,NEMO_VEHICLE_STATUS,01-02-20 5:41,,,01-02-20 5:39,Drive,38561,0,67,92,On
444,DL1ZC6004,NEMO_VEHICLE_STATUS,01-02-20 5:41,,,01-02-20 5:41,Idle,38022,0,100,140,Off
445,DL1ZC6066,NEMO_VEHICLE_STATUS,01-02-20 5:41,,,01-02-20 5:40,FC,33000,0,77,107,Off
446,DL1ZC4589,NEMO_VEHICLE_STATUS,01-02-20 5:41,,,01-02-20 5:39,Drive,48690,70.7,45,57,On
447,DL1ZC5943,NEMO_VEHICLE_STATUS,01-02-20 5:41,,,01-02-20 5:40,Idle,30538,0,100,139,Off
448,DL1ZC5985,NEMO_VEHICLE_STATUS,01-02-20 5:41,,,01-02-20 5:39,Idle,21741,0,100,139,Off
449,DL1ZC5976,NEMO_VEHICLE_STATUS,01-02-20 5:41,,,01-02-20 5:41,Idle,32614,0,100,140,Off
450,DL1ZC4589,NEMO_VEHICLE_STATUS,01-02-20 5:39,,,01-02-20 5:37,Drive,48689,5.1,46,59,On
451,DL1ZC4589,NEMO_VEHICLE_CLUSTER,01-02-20 5:39,,,01-02-20 5:37,,,,,,
452,DL1ZC6078,NEMO_VEHICLE_LOCATION,01-02-20 5:39,28.49527758,77.08536488,01-02-20 5:38,,,,,,
453,DL1ZC6002,NEMO_VEHICLE_CLUSTER,01-02-20 5:39,,,01-02-20 5:37,,,,,,
454,DL1ZC6004,NEMO_VEHICLE_STATUS,01-02-20 5:39,,,01-02-20 5:39,Idle,38022,0,100,140,Off
455,DL1ZC6002,NEMO_VEHICLE_STATUS,01-02-20 5:39,,,01-02-20 5:37,Drive,38561,0,67,92,On
456,DL1ZC6079,NEMO_VEHICLE_LOCATION,01-02-20 5:39,28.49569108,77.08496838,01-02-20 5:37,,,,,,
457,DL1ZC6004,NEMO_VEHICLE_CLUSTER,01-02-20 5:39,,,01-02-20 5:39,,,,,,
458,DL1ZC5917,NEMO_VEHICLE_LOCATION,01-02-20 5:39,28.49702123,77.0826357,01-02-20 5:39,,,,,,
459,DL1ZC6056,NEMO_VEHICLE_LOCATION,01-02-20 5:39,28.40961352,77.00043892,01-02-20 5:37,,,,,,
460,DL1ZC5969,NEMO_VEHICLE_LOCATION,01-02-20 5:39,28.43546632,77.04818853,31-01-20 14:03,,,,,,
461,DL1ZC5976,NEMO_VEHICLE_CLUSTER,01-02-20 5:39,,,01-02-20 5:39,,,,,,
462,DL1ZC5999,NEMO_VEHICLE_CLUSTER,01-02-20 5:39,,,31-01-20 17:12,,,,,,
463,DL1ZC5985,NEMO_VEHICLE_CLUSTER,01-02-20 5:39,,,01-02-20 5:37,,,,,,
464,DL1ZC6066,NEMO_VEHICLE_CLUSTER,01-02-20 5:39,,,01-02-20 5:38,,,,,,
465,DL1ZC5943,NEMO_VEHICLE_CLUSTER,01-02-20 5:39,,,01-02-20 5:38,,,,,,
466,DL1ZC6066,NEMO_VEHICLE_STATUS,01-02-20 5:39,,,01-02-20 5:38,FC,33000,0,75,105,Off
467,DL1ZC5943,NEMO_VEHICLE_STATUS,01-02-20 5:39,,,01-02-20 5:38,Idle,30538,0,100,139,Off
468,DL1ZC5922,NEMO_VEHICLE_LOCATION,01-02-20 5:39,28.4635522,77.50695962,01-02-20 5:13,,,,,,
469,DL1ZC5939,NEMO_VEHICLE_LOCATION,01-02-20 5:39,28.43450358,77.10569995,01-02-20 5:39,,,,,,
470,DL1ZC6066,NEMO_VEHICLE_LOCATION,01-02-20 5:39,28.49718135,77.0828334,01-02-20 5:38,,,,,,
471,DL1ZC5999,NEMO_VEHICLE_LOCATION,01-02-20 5:39,28.49702273,77.0827055,31-01-20 17:12,,,,,,
472,DL1ZC5985,NEMO_VEHICLE_LOCATION,01-02-20 5:39,28.49682235,77.08269935,01-02-20 5:37,,,,,,
473,DL1ZC5943,NEMO_VEHICLE_LOCATION,01-02-20 5:39,28.49671335,77.0839326,01-02-20 5:38,,,,,,
474,DL1ZC5976,NEMO_VEHICLE_LOCATION,01-02-20 5:39,0,0,01-02-20 5:39,,,,,,
475,DL1ZC6056,NEMO_VEHICLE_CLUSTER,01-02-20 5:39,,,01-02-20 5:37,,,,,,
476,DL1ZC5917,NEMO_VEHICLE_CLUSTER,01-02-20 5:39,,,01-02-20 5:39,,,,,,
477,DL1ZC5939,NEMO_VEHICLE_CLUSTER,01-02-20 5:39,,,01-02-20 5:39,,,,,,
478,DL1ZC6078,NEMO_VEHICLE_CLUSTER,01-02-20 5:39,,,01-02-20 5:38,,,,,,
479,DL1ZC5969,NEMO_VEHICLE_CLUSTER,01-02-20 5:39,,,31-01-20 14:03,,,,,,
480,DL1ZC5922,NEMO_VEHICLE_CLUSTER,01-02-20 5:39,,,01-02-20 5:13,,,,,,
481,DL1ZC4589,NEMO_VEHICLE_LOCATION,01-02-20 5:39,28.54841907,77.3761819,01-02-20 5:37,,,,,,
482,DL1ZC6079,NEMO_VEHICLE_CLUSTER,01-02-20 5:39,,,01-02-20 5:37,,,,,,
483,DL1ZC5985,NEMO_VEHICLE_STATUS,01-02-20 5:39,,,01-02-20 5:37,Idle,21741,0,100,139,Off
484,DL1ZC5976,NEMO_VEHICLE_STATUS,01-02-20 5:39,,,01-02-20 5:39,Idle,32614,0,100,140,Off
485,DL1ZC5999,NEMO_VEHICLE_STATUS,01-02-20 5:39,,,31-01-20 17:12,Drive,29305,1,1,0,Off
486,DL1ZC6002,NEMO_VEHICLE_LOCATION,01-02-20 5:39,28.63925798,77.22334442,01-02-20 5:37,,,,,,
487,DL1ZC6004,NEMO_VEHICLE_LOCATION,01-02-20 5:39,28.49601123,77.08426122,01-02-20 5:39,,,,,,
488,DL1ZC6056,NEMO_VEHICLE_STATUS,01-02-20 5:39,,,01-02-20 5:37,Idle,31632,0,52,68,Off
489,DL1ZC5939,NEMO_VEHICLE_STATUS,01-02-20 5:39,,,01-02-20 5:39,Idle,28280,0,40,52,Off
490,DL1ZC5917,NEMO_VEHICLE_STATUS,01-02-20 5:39,,,01-02-20 5:39,Idle,22628,0,93,123,Off
491,DL1ZC6078,NEMO_VEHICLE_STATUS,01-02-20 5:39,,,01-02-20 5:38,Idle,30857,0,100,140,Off
492,DL1ZC5969,NEMO_VEHICLE_STATUS,01-02-20 5:39,,,31-01-20 14:03,Idle,32051,0,42,56,Off
493,DL1ZC6079,NEMO_VEHICLE_STATUS,01-02-20 5:39,,,01-02-20 5:37,Idle,20283,0,100,140,Off
494,DL1ZC5922,NEMO_VEHICLE_STATUS,01-02-20 5:39,,,01-02-20 5:13,Drive,27270,18.5,59,81,Off
495,DL1ZC4589,NEMO_VEHICLE_LOCATION,01-02-20 5:37,28.54892942,77.3771553,01-02-20 5:35,,,,,,
496,DL1ZC6002,NEMO_VEHICLE_LOCATION,01-02-20 5:37,28.63925943,77.22334338,01-02-20 5:35,,,,,,
497,DL1ZC6002,NEMO_VEHICLE_CLUSTER,01-02-20 5:37,,,01-02-20 5:35,,,,,,
498,DL1ZC6078,NEMO_VEHICLE_CLUSTER,01-02-20 5:37,,,01-02-20 5:36,,,,,,
499,DL1ZC6004,NEMO_VEHICLE_LOCATION,01-02-20 5:37,28.49601123,77.08426122,01-02-20 5:37,,,,,,
500,DL1ZC6079,NEMO_VEHICLE_CLUSTER,01-02-20 5:37,,,01-02-20 5:35,,,,,,
501,DL1ZC6079,NEMO_VEHICLE_STATUS,01-02-20 5:37,,,01-02-20 5:35,Idle,20283,0,100,140,Off
502,DL1ZC6066,NEMO_VEHICLE_LOCATION,01-02-20 5:37,28.49718135,77.0828334,01-02-20 5:36,,,,,,
503,DL1ZC5943,NEMO_VEHICLE_LOCATION,01-02-20 5:37,28.49671335,77.0839326,01-02-20 5:36,,,,,,
504,DL1ZC5985,NEMO_VEHICLE_LOCATION,01-02-20 5:37,28.49682235,77.08269935,01-02-20 5:35,,,,,,
505,DL1ZC6079,NEMO_VEHICLE_LOCATION,01-02-20 5:37,28.49569108,77.08496838,01-02-20 5:35,,,,,,
506,DL1ZC5939,NEMO_VEHICLE_CLUSTER,01-02-20 5:37,,,01-02-20 5:37,,,,,,
507,DL1ZC5969,NEMO_VEHICLE_CLUSTER,01-02-20 5:37,,,31-01-20 14:03,,,,,,
508,DL1ZC5917,NEMO_VEHICLE_CLUSTER,01-02-20 5:37,,,01-02-20 5:37,,,,,,
509,DL1ZC5976,NEMO_VEHICLE_LOCATION,01-02-20 5:37,0,0,01-02-20 5:37,,,,,,
510,DL1ZC6066,NEMO_VEHICLE_CLUSTER,01-02-20 5:37,,,01-02-20 5:36,,,,,,
511,DL1ZC6056,NEMO_VEHICLE_CLUSTER,01-02-20 5:37,,,01-02-20 5:35,,,,,,
512,DL1ZC5999,NEMO_VEHICLE_LOCATION,01-02-20 5:37,28.49702273,77.0827055,31-01-20 17:12,,,,,,
513,DL1ZC6056,NEMO_VEHICLE_LOCATION,01-02-20 5:37,28.40960867,77.0004387,01-02-20 5:35,,,,,,
514,DL1ZC5943,NEMO_VEHICLE_CLUSTER,01-02-20 5:37,,,01-02-20 5:36,,,,,,
515,DL1ZC5922,NEMO_VEHICLE_CLUSTER,01-02-20 5:37,,,01-02-20 5:13,,,,,,
516,DL1ZC6056,NEMO_VEHICLE_STATUS,01-02-20 5:37,,,01-02-20 5:35,Idle,31632,0,52,68,Off
517,DL1ZC5917,NEMO_VEHICLE_STATUS,01-02-20 5:37,,,01-02-20 5:37,Idle,22628,0,93,123,Off
518,DL1ZC5939,NEMO_VEHICLE_LOCATION,01-02-20 5:37,28.43450358,77.10569995,01-02-20 5:37,,,,,,
519,DL1ZC5922,NEMO_VEHICLE_LOCATION,01-02-20 5:37,28.4635522,77.50695962,01-02-20 5:13,,,,,,
520,DL1ZC5917,NEMO_VEHICLE_LOCATION,01-02-20 5:37,28.49702123,77.0826357,01-02-20 5:37,,,,,,
521,DL1ZC5969,NEMO_VEHICLE_LOCATION,01-02-20 5:37,28.43546632,77.04818853,31-01-20 14:03,,,,,,
522,DL1ZC6078,NEMO_VEHICLE_LOCATION,01-02-20 5:37,28.49527758,77.08536488,01-02-20 5:36,,,,,,
523,DL1ZC5985,NEMO_VEHICLE_CLUSTER,01-02-20 5:37,,,01-02-20 5:35,,,,,,
524,DL1ZC5976,NEMO_VEHICLE_CLUSTER,01-02-20 5:37,,,01-02-20 5:37,,,,,,
525,DL1ZC4589,NEMO_VEHICLE_CLUSTER,01-02-20 5:37,,,01-02-20 5:35,,,,,,
526,DL1ZC5999,NEMO_VEHICLE_CLUSTER,01-02-20 5:37,,,31-01-20 17:12,,,,,,
527,DL1ZC6004,NEMO_VEHICLE_CLUSTER,01-02-20 5:37,,,01-02-20 5:37,,,,,,
528,DL1ZC5939,NEMO_VEHICLE_STATUS,01-02-20 5:37,,,01-02-20 5:37,Idle,28280,0,40,52,Off
529,DL1ZC6066,NEMO_VEHICLE_STATUS,01-02-20 5:37,,,01-02-20 5:36,FC,33000,0,73,103,Off
530,DL1ZC5922,NEMO_VEHICLE_STATUS,01-02-20 5:37,,,01-02-20 5:13,Drive,27270,18.5,59,81,Off
531,DL1ZC5969,NEMO_VEHICLE_STATUS,01-02-20 5:37,,,31-01-20 14:03,Idle,32051,0,42,56,Off
532,DL1ZC5943,NEMO_VEHICLE_STATUS,01-02-20 5:37,,,01-02-20 5:36,Idle,30538,0,100,139,Off
533,DL1ZC5985,NEMO_VEHICLE_STATUS,01-02-20 5:37,,,01-02-20 5:35,Idle,21741,0,100,139,Off
534,DL1ZC5999,NEMO_VEHICLE_STATUS,01-02-20 5:37,,,31-01-20 17:12,Drive,29305,1,1,0,Off
535,DL1ZC6078,NEMO_VEHICLE_STATUS,01-02-20 5:37,,,01-02-20 5:36,Idle,30857,0,100,140,Off
536,DL1ZC4589,NEMO_VEHICLE_STATUS,01-02-20 5:37,,,01-02-20 5:35,Drive,48689,0,46,60,On
537,DL1ZC6004,NEMO_VEHICLE_STATUS,01-02-20 5:37,,,01-02-20 5:37,Idle,38022,0,100,140,Off
538,DL1ZC6002,NEMO_VEHICLE_STATUS,01-02-20 5:37,,,01-02-20 5:35,Drive,38561,0,67,92,On
539,DL1ZC5976,NEMO_VEHICLE_STATUS,01-02-20 5:37,,,01-02-20 5:37,Idle,32614,0,100,140,Off
540,DL1ZC4589,NEMO_VEHICLE_CLUSTER,01-02-20 5:35,,,01-02-20 5:34,,,,,,
541,DL1ZC6078,NEMO_VEHICLE_LOCATION,01-02-20 5:35,28.49527758,77.08536488,01-02-20 5:34,,,,,,
542,DL1ZC6002,NEMO_VEHICLE_CLUSTER,01-02-20 5:35,,,01-02-20 5:33,,,,,,
543,DL1ZC4589,NEMO_VEHICLE_STATUS,01-02-20 5:35,,,01-02-20 5:34,Drive,48689,15.8,47,60,On
544,DL1ZC6002,NEMO_VEHICLE_STATUS,01-02-20 5:35,,,01-02-20 5:33,Drive,38561,0,67,93,On
545,DL1ZC6004,NEMO_VEHICLE_CLUSTER,01-02-20 5:35,,,01-02-20 5:35,,,,,,
546,DL1ZC6056,NEMO_VEHICLE_LOCATION,01-02-20 5:35,28.40960503,77.00043953,01-02-20 5:33,,,,,,
547,DL1ZC5922,NEMO_VEHICLE_LOCATION,01-02-20 5:35,28.4635522,77.50695962,01-02-20 5:13,,,,,,
548,DL1ZC6079,NEMO_VEHICLE_LOCATION,01-02-20 5:35,28.49569108,77.08496838,01-02-20 5:33,,,,,,
549,DL1ZC6066,NEMO_VEHICLE_CLUSTER,01-02-20 5:35,,,01-02-20 5:34,,,,,,
550,DL1ZC5985,NEMO_VEHICLE_CLUSTER,01-02-20 5:35,,,01-02-20 5:33,,,,,,
551,DL1ZC5976,NEMO_VEHICLE_CLUSTER,01-02-20 5:35,,,01-02-20 5:35,,,,,,
552,DL1ZC5943,NEMO_VEHICLE_CLUSTER,01-02-20 5:35,,,01-02-20 5:34,,,,,,
553,DL1ZC6004,NEMO_VEHICLE_STATUS,01-02-20 5:35,,,01-02-20 5:35,Idle,38022,0,100,140,Off
554,DL1ZC5939,NEMO_VEHICLE_LOCATION,01-02-20 5:35,28.43450358,77.10569995,01-02-20 5:35,,,,,,
555,DL1ZC5917,NEMO_VEHICLE_LOCATION,01-02-20 5:35,28.49702123,77.0826357,01-02-20 5:35,,,,,,
556,DL1ZC5969,NEMO_VEHICLE_LOCATION,01-02-20 5:35,28.43546632,77.04818853,31-01-20 14:03,,,,,,
557,DL1ZC5999,NEMO_VEHICLE_CLUSTER,01-02-20 5:35,,,31-01-20 17:12,,,,,,
558,DL1ZC6066,NEMO_VEHICLE_STATUS,01-02-20 5:35,,,01-02-20 5:34,FC,33000,0,72,101,Off
559,DL1ZC6004,NEMO_VEHICLE_LOCATION,01-02-20 5:35,28.49601123,77.08426122,01-02-20 5:35,,,,,,
560,DL1ZC5976,NEMO_VEHICLE_LOCATION,01-02-20 5:35,0,0,01-02-20 5:35,,,,,,
561,DL1ZC6002,NEMO_VEHICLE_LOCATION,01-02-20 5:35,28.63926077,77.22334305,01-02-20 5:33,,,,,,
562,DL1ZC4589,NEMO_VEHICLE_LOCATION,01-02-20 5:35,28.54979927,77.37804772,01-02-20 5:34,,,,,,
563,DL1ZC5917,NEMO_VEHICLE_CLUSTER,01-02-20 5:35,,,01-02-20 5:35,,,,,,
564,DL1ZC6079,NEMO_VEHICLE_CLUSTER,01-02-20 5:35,,,01-02-20 5:33,,,,,,
565,DL1ZC6056,NEMO_VEHICLE_CLUSTER,01-02-20 5:35,,,01-02-20 5:33,,,,,,
566,DL1ZC6078,NEMO_VEHICLE_CLUSTER,01-02-20 5:35,,,01-02-20 5:34,,,,,,
567,DL1ZC5969,NEMO_VEHICLE_CLUSTER,01-02-20 5:35,,,31-01-20 14:03,,,,,,
568,DL1ZC5922,NEMO_VEHICLE_CLUSTER,01-02-20 5:35,,,01-02-20 5:13,,,,,,
569,DL1ZC5939,NEMO_VEHICLE_CLUSTER,01-02-20 5:35,,,01-02-20 5:35,,,,,,
570,DL1ZC5985,NEMO_VEHICLE_LOCATION,01-02-20 5:35,28.49682235,77.08269935,01-02-20 5:33,,,,,,
571,DL1ZC5943,NEMO_VEHICLE_LOCATION,01-02-20 5:35,28.49671335,77.0839326,01-02-20 5:34,,,,,,
572,DL1ZC5999,NEMO_VEHICLE_LOCATION,01-02-20 5:35,28.49702273,77.0827055,31-01-20 17:12,,,,,,
573,DL1ZC6066,NEMO_VEHICLE_LOCATION,01-02-20 5:35,28.49718135,77.0828334,01-02-20 5:34,,,,,,
574,DL1ZC5976,NEMO_VEHICLE_STATUS,01-02-20 5:35,,,01-02-20 5:35,Idle,32614,0,100,140,Off
575,DL1ZC5943,NEMO_VEHICLE_STATUS,01-02-20 5:35,,,01-02-20 5:34,Idle,30538,0,100,139,Off
576,DL1ZC5985,NEMO_VEHICLE_STATUS,01-02-20 5:35,,,01-02-20 5:33,Idle,21741,0,100,139,Off
577,DL1ZC5999,NEMO_VEHICLE_STATUS,01-02-20 5:35,,,31-01-20 17:12,Drive,29305,1,1,0,Off
578,DL1ZC6078,NEMO_VEHICLE_STATUS,01-02-20 5:35,,,01-02-20 5:34,Idle,30857,0,100,140,Off
579,DL1ZC6079,NEMO_VEHICLE_STATUS,01-02-20 5:35,,,01-02-20 5:33,Idle,20283,0,100,140,Off
580,DL1ZC5922,NEMO_VEHICLE_STATUS,01-02-20 5:35,,,01-02-20 5:13,Drive,27270,18.5,59,81,Off
581,DL1ZC6056,NEMO_VEHICLE_STATUS,01-02-20 5:35,,,01-02-20 5:33,Idle,31632,0,52,68,Off
582,DL1ZC5969,NEMO_VEHICLE_STATUS,01-02-20 5:35,,,31-01-20 14:03,Idle,32051,0,42,56,Off
583,DL1ZC5917,NEMO_VEHICLE_STATUS,01-02-20 5:35,,,01-02-20 5:35,Idle,22628,0,93,123,Off
584,DL1ZC5939,NEMO_VEHICLE_STATUS,01-02-20 5:35,,,01-02-20 5:35,Idle,28280,0,40,52,Off
585,DL1ZC4589,NEMO_VEHICLE_CLUSTER,01-02-20 5:33,,,01-02-20 5:31,,,,,,
586,DL1ZC4589,NEMO_VEHICLE_STATUS,01-02-20 5:33,,,01-02-20 5:31,Drive,48689,0,47,61,Off
587,DL1ZC6002,NEMO_VEHICLE_CLUSTER,01-02-20 5:33,,,01-02-20 5:31,,,,,,
588,DL1ZC6078,NEMO_VEHICLE_LOCATION,01-02-20 5:33,28.49527758,77.08536488,01-02-20 5:32,,,,,,
589,DL1ZC6002,NEMO_VEHICLE_STATUS,01-02-20 5:33,,,01-02-20 5:31,Drive,38561,0,67,93,On
590,DL1ZC6079,NEMO_VEHICLE_LOCATION,01-02-20 5:33,28.49569108,77.08496838,01-02-20 5:31,,,,,,
591,DL1ZC6004,NEMO_VEHICLE_CLUSTER,01-02-20 5:33,,,01-02-20 5:33,,,,,,
592,DL1ZC6004,NEMO_VEHICLE_STATUS,01-02-20 5:33,,,01-02-20 5:33,Idle,38022,0,100,140,Off
593,DL1ZC6056,NEMO_VEHICLE_LOCATION,01-02-20 5:33,28.40959712,77.00044057,01-02-20 5:31,,,,,,
594,DL1ZC5917,NEMO_VEHICLE_LOCATION,01-02-20 5:33,28.49702123,77.0826357,01-02-20 5:33,,,,,,
595,DL1ZC5939,NEMO_VEHICLE_LOCATION,01-02-20 5:33,28.43450358,77.10569995,01-02-20 5:33,,,,,,
596,DL1ZC6004,NEMO_VEHICLE_LOCATION,01-02-20 5:33,28.49601123,77.08426122,01-02-20 5:33,,,,,,
597,DL1ZC6066,NEMO_VEHICLE_CLUSTER,01-02-20 5:33,,,01-02-20 5:32,,,,,,
598,DL1ZC5943,NEMO_VEHICLE_CLUSTER,01-02-20 5:33,,,01-02-20 5:32,,,,,,
599,DL1ZC6002,NEMO_VEHICLE_LOCATION,01-02-20 5:33,28.6392623,77.22334288,01-02-20 5:31,,,,,,
600,DL1ZC5969,NEMO_VEHICLE_LOCATION,01-02-20 5:33,28.43546632,77.04818853,31-01-20 14:03,,,,,,
601,DL1ZC6078,NEMO_VEHICLE_CLUSTER,01-02-20 5:33,,,01-02-20 5:32,,,,,,
602,DL1ZC5985,NEMO_VEHICLE_CLUSTER,01-02-20 5:33,,,01-02-20 5:31,,,,,,
603,DL1ZC5999,NEMO_VEHICLE_CLUSTER,01-02-20 5:33,,,31-01-20 17:12,,,,,,
604,DL1ZC5976,NEMO_VEHICLE_CLUSTER,01-02-20 5:33,,,01-02-20 5:33,,,,,,
605,DL1ZC4589,NEMO_VEHICLE_LOCATION,01-02-20 5:33,28.54986978,77.37591337,01-02-20 5:31,,,,,,
606,DL1ZC5922,NEMO_VEHICLE_LOCATION,01-02-20 5:33,28.4635522,77.50695962,01-02-20 5:13,,,,,,
607,DL1ZC6066,NEMO_VEHICLE_STATUS,01-02-20 5:33,,,01-02-20 5:32,FC,33000,0,70,98,Off
608,DL1ZC5985,NEMO_VEHICLE_LOCATION,01-02-20 5:33,28.49682235,77.08269935,01-02-20 5:31,,,,,,
609,DL1ZC6066,NEMO_VEHICLE_LOCATION,01-02-20 5:33,28.49718135,77.0828334,01-02-20 5:32,,,,,,
610,DL1ZC5976,NEMO_VEHICLE_LOCATION,01-02-20 5:33,0,0,01-02-20 5:33,,,,,,
611,DL1ZC5943,NEMO_VEHICLE_LOCATION,01-02-20 5:33,28.49671335,77.0839326,01-02-20 5:32,,,,,,
612,DL1ZC6079,NEMO_VEHICLE_CLUSTER,01-02-20 5:33,,,01-02-20 5:31,,,,,,
613,DL1ZC6056,NEMO_VEHICLE_CLUSTER,01-02-20 5:33,,,01-02-20 5:31,,,,,,
614,DL1ZC5939,NEMO_VEHICLE_CLUSTER,01-02-20 5:33,,,01-02-20 5:33,,,,,,
615,DL1ZC5917,NEMO_VEHICLE_CLUSTER,01-02-20 5:33,,,01-02-20 5:33,,,,,,
616,DL1ZC5985,NEMO_VEHICLE_STATUS,01-02-20 5:33,,,01-02-20 5:31,Idle,21741,0,100,139,Off
617,DL1ZC5922,NEMO_VEHICLE_CLUSTER,01-02-20 5:33,,,01-02-20 5:13,,,,,,
618,DL1ZC5969,NEMO_VEHICLE_CLUSTER,01-02-20 5:33,,,31-01-20 14:03,,,,,,
619,DL1ZC5943,NEMO_VEHICLE_STATUS,01-02-20 5:33,,,01-02-20 5:32,Idle,30538,0,100,139,Off
620,DL1ZC5999,NEMO_VEHICLE_STATUS,01-02-20 5:33,,,31-01-20 17:12,Drive,29305,1,1,0,Off
621,DL1ZC5999,NEMO_VEHICLE_LOCATION,01-02-20 5:33,28.49702273,77.0827055,31-01-20 17:12,,,,,,
622,DL1ZC6078,NEMO_VEHICLE_STATUS,01-02-20 5:33,,,01-02-20 5:32,Idle,30857,0,100,140,Off
623,DL1ZC5976,NEMO_VEHICLE_STATUS,01-02-20 5:33,,,01-02-20 5:33,Idle,32614,0,100,140,Off
624,DL1ZC6056,NEMO_VEHICLE_STATUS,01-02-20 5:33,,,01-02-20 5:31,Idle,31632,0,52,68,Off
625,DL1ZC6079,NEMO_VEHICLE_STATUS,01-02-20 5:33,,,01-02-20 5:31,Idle,20283,0,100,140,Off
626,DL1ZC5939,NEMO_VEHICLE_STATUS,01-02-20 5:33,,,01-02-20 5:33,Idle,28280,0,40,52,Off
627,DL1ZC5917,NEMO_VEHICLE_STATUS,01-02-20 5:33,,,01-02-20 5:33,Idle,22628,0,93,123,Off
628,DL1ZC5969,NEMO_VEHICLE_STATUS,01-02-20 5:33,,,31-01-20 14:03,Idle,32051,0,42,56,Off
629,DL1ZC5922,NEMO_VEHICLE_STATUS,01-02-20 5:33,,,01-02-20 5:13,Drive,27270,18.5,59,81,Off
630,DL1ZC4589,NEMO_VEHICLE_LOCATION,01-02-20 5:31,28.54987217,77.37591378,01-02-20 5:29,,,,,,
631,DL1ZC4589,NEMO_VEHICLE_CLUSTER,01-02-20 5:31,,,01-02-20 5:29,,,,,,
632,DL1ZC6002,NEMO_VEHICLE_LOCATION,01-02-20 5:31,28.639262,77.22334275,01-02-20 5:29,,,,,,
633,DL1ZC6004,NEMO_VEHICLE_LOCATION,01-02-20 5:31,28.49601123,77.08426122,01-02-20 5:31,,,,,,
634,DL1ZC6079,NEMO_VEHICLE_CLUSTER,01-02-20 5:31,,,01-02-20 5:29,,,,,,
635,DL1ZC6066,NEMO_VEHICLE_LOCATION,01-02-20 5:31,28.49718135,77.0828334,01-02-20 5:30,,,,,,
636,DL1ZC6056,NEMO_VEHICLE_CLUSTER,01-02-20 5:31,,,01-02-20 5:29,,,,,,
637,DL1ZC5985,NEMO_VEHICLE_LOCATION,01-02-20 5:31,28.49682235,77.08269935,01-02-20 5:29,,,,,,
638,DL1ZC5939,NEMO_VEHICLE_CLUSTER,01-02-20 5:31,,,01-02-20 5:31,,,,,,
639,DL1ZC5943,NEMO_VEHICLE_LOCATION,01-02-20 5:31,28.49671335,77.0839326,01-02-20 5:30,,,,,,
640,DL1ZC5999,NEMO_VEHICLE_LOCATION,01-02-20 5:31,28.49702273,77.0827055,31-01-20 17:12,,,,,,
641,DL1ZC5917,NEMO_VEHICLE_CLUSTER,01-02-20 5:31,,,01-02-20 5:31,,,,,,
642,DL1ZC6078,NEMO_VEHICLE_LOCATION,01-02-20 5:31,28.49527758,77.08536488,01-02-20 5:30,,,,,,
643,DL1ZC6079,NEMO_VEHICLE_LOCATION,01-02-20 5:31,28.49569108,77.08496838,01-02-20 5:29,,,,,,
644,DL1ZC6078,NEMO_VEHICLE_CLUSTER,01-02-20 5:31,,,01-02-20 5:30,,,,,,
645,DL1ZC6002,NEMO_VEHICLE_CLUSTER,01-02-20 5:31,,,01-02-20 5:29,,,,,,
646,DL1ZC5922,NEMO_VEHICLE_CLUSTER,01-02-20 5:31,,,01-02-20 5:13,,,,,,
647,DL1ZC5969,NEMO_VEHICLE_CLUSTER,01-02-20 5:31,,,31-01-20 14:03,,,,,,
648,DL1ZC5976,NEMO_VEHICLE_LOCATION,01-02-20 5:31,0,0,01-02-20 5:31,,,,,,
649,DL1ZC6004,NEMO_VEHICLE_CLUSTER,01-02-20 5:31,,,01-02-20 5:31,,,,,,
650,DL1ZC5999,NEMO_VEHICLE_CLUSTER,01-02-20 5:31,,,31-01-20 17:12,,,,,,
651,DL1ZC5985,NEMO_VEHICLE_CLUSTER,01-02-20 5:31,,,01-02-20 5:29,,,,,,
652,DL1ZC5969,NEMO_VEHICLE_LOCATION,01-02-20 5:31,28.43546632,77.04818853,31-01-20 14:03,,,,,,
653,DL1ZC6066,NEMO_VEHICLE_CLUSTER,01-02-20 5:31,,,01-02-20 5:30,,,,,,
654,DL1ZC6056,NEMO_VEHICLE_LOCATION,01-02-20 5:31,28.40959268,77.0004417,01-02-20 5:29,,,,,,
655,DL1ZC5939,NEMO_VEHICLE_LOCATION,01-02-20 5:31,28.43450358,77.10569995,01-02-20 5:31,,,,,,
656,DL1ZC5917,NEMO_VEHICLE_LOCATION,01-02-20 5:31,28.49702123,77.0826357,01-02-20 5:31,,,,,,
